Statistical profiling result from v8.log, (14146 ticks, 10645 unaccounted, 0 excluded).

 [Unknown]:
   ticks  total  nonlib   name
  10645   75.3%

 [Shared libraries]:
   ticks  total  nonlib   name

 [JavaScript]:
   ticks  total  nonlib   name
     24  100.0%      LazyCompile: *_renderValidatedComponentWithoutOwnerOrContext /Volumes/Projects/react-perf/react/react-with-addons.js:1
     24  100.0%        LazyCompile: _renderValidatedComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
     24  100.0%          LazyCompile: mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
     24  100.0%            LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
     20    5.2%    LazyCompile: *React.createClass.getInitialState /Volumes/Projects/react-perf/node_modules/flux-router-component/lib/NavLink.js:35
     20  100.0%      LazyCompile: *Constructor /Volumes/Projects/node_modules/react/lib/ReactClass.js:829
     20  100.0%        LazyCompile: mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
     20  100.0%          LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
     20  100.0%            LazyCompile: mountChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
     15    3.9%    LazyCompile: *createElement /Volumes/Projects/react-perf/node_modules/fluxible/lib/FluxibleContext.js:44
     15  100.0%      LazyCompile: ~<anonymous> /Volumes/Projects/react-perf/profile.js:13
     15  100.0%        LazyCompile: $$$internal$$tryCatch /Volumes/Projects/react-perf/node_modules/es6-promise/dist/es6-promise.js:302
     15  100.0%          LazyCompile: ~$$$internal$$invokeCallback /Volumes/Projects/react-perf/node_modules/es6-promise/dist/es6-promise.js:311
     15  100.0%            LazyCompile: ~<anonymous> /Volumes/Projects/react-perf/node_modules/es6-promise/dist/es6-promise.js:873
     13    3.4%    LazyCompile: *getStateFromStores /Volumes/Projects/react-perf/chat/components/ThreadSection.jsx:39
     13  100.0%      LazyCompile: b native v8natives.js:1582
     13  100.0%        LazyCompile: *getInitialState /Volumes/Projects/react-perf/chat/components/ThreadSection.jsx:35
     13  100.0%          LazyCompile: *<anonymous> /Volumes/Projects/react-perf/react/react-with-addons.js:1
     13  100.0%            LazyCompile: *Constructor /Volumes/Projects/react-perf/react/react-with-addons.js:1
     11    2.9%    LazyCompile: *getStateFromStores /Volumes/Projects/react-perf/chat/components/MessageSection.jsx:45
     11  100.0%      LazyCompile: b native v8natives.js:1582
     11  100.0%        LazyCompile: *getInitialState /Volumes/Projects/react-perf/chat/components/MessageSection.jsx:41
     11  100.0%          LazyCompile: *<anonymous> /Volumes/Projects/react-perf/react/react-with-addons.js:1
     11  100.0%            LazyCompile: *Constructor /Volumes/Projects/react-perf/react/react-with-addons.js:1
     10    2.6%    LazyCompile: *getInitialState /Volumes/Projects/react-perf/chat/components/ChatApp.jsx:31
      9   90.0%      LazyCompile: *<anonymous> /Volumes/Projects/react-perf/react/react-with-addons.js:1
      9  100.0%        LazyCompile: *Constructor /Volumes/Projects/react-perf/react/react-with-addons.js:1
      9  100.0%          LazyCompile: mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
      9  100.0%            LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
      1   10.0%      LazyCompile: ~<anonymous> /Volumes/Projects/react-perf/react/react-with-addons.js:1
      1  100.0%        LazyCompile: *Constructor /Volumes/Projects/react-perf/react/react-with-addons.js:1
      1  100.0%          LazyCompile: mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
      1  100.0%            LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
      9    2.3%    LazyCompile: *FluxibleMixin.getStore /Volumes/Projects/react-perf/node_modules/fluxible/lib/FluxibleMixin.js:98
      9  100.0%      LazyCompile: b native v8natives.js:1582
      6   66.7%        LazyCompile: *getInitialState /Volumes/Projects/react-perf/chat/components/ChatApp.jsx:31
      6  100.0%          LazyCompile: *<anonymous> /Volumes/Projects/react-perf/react/react-with-addons.js:1
      6  100.0%            LazyCompile: *Constructor /Volumes/Projects/react-perf/react/react-with-addons.js:1
      2   22.2%        LazyCompile: *getStateFromStores /Volumes/Projects/react-perf/chat/components/ThreadSection.jsx:39
      2  100.0%          LazyCompile: b native v8natives.js:1582
      2  100.0%            LazyCompile: *getInitialState /Volumes/Projects/react-perf/chat/components/ThreadSection.jsx:35
      1   11.1%        LazyCompile: *getStateFromStores /Volumes/Projects/react-perf/chat/components/MessageSection.jsx:45
      1  100.0%          LazyCompile: b native v8natives.js:1582
      1  100.0%            LazyCompile: *getInitialState /Volumes/Projects/react-perf/chat/components/MessageSection.jsx:41
      8    2.1%    LazyCompile: *getInitialState /Volumes/Projects/react-perf/chat/components/MessageSection.jsx:41
      8  100.0%      LazyCompile: *<anonymous> /Volumes/Projects/react-perf/react/react-with-addons.js:1
      8  100.0%        LazyCompile: *Constructor /Volumes/Projects/react-perf/react/react-with-addons.js:1
      8  100.0%          LazyCompile: mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
      8  100.0%            LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1

    355    2.5%  LazyCompile: mountChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
    350   98.6%    LazyCompile: _createContentMarkup /Volumes/Projects/react-perf/react/react-with-addons.js:1
    350  100.0%      LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
    350  100.0%        LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
    350  100.0%          LazyCompile: mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
    350  100.0%            LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1

    348    2.5%  LazyCompile: *StringReplaceGlobalRegExpWithFunction native string.js:374
    347   99.7%    LazyCompile: *replace native string.js:221
    330   95.1%      LazyCompile: *escapeTextContentForBrowser /Volumes/Projects/react-perf/react/react-with-addons.js:1
    293   88.8%        LazyCompile: *quoteAttributeValueForBrowser /Volumes/Projects/react-perf/react/react-with-addons.js:1
    159   54.3%          LazyCompile: createMarkupForProperty /Volumes/Projects/react-perf/react/react-with-addons.js:1
    153   96.2%            LazyCompile: _createOpenTagMarkupAndPutListeners /Volumes/Projects/react-perf/react/react-with-addons.js:1
      6    3.8%            LazyCompile: ~_createOpenTagMarkupAndPutListeners /Volumes/Projects/react-perf/react/react-with-addons.js:1
    134   45.7%          LazyCompile: *createMarkupForID /Volumes/Projects/react-perf/react/react-with-addons.js:1
    127   94.8%            LazyCompile: _createOpenTagMarkupAndPutListeners /Volumes/Projects/react-perf/react/react-with-addons.js:1
      5    3.7%            LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
     33   10.0%        LazyCompile: _createContentMarkup /Volumes/Projects/react-perf/react/react-with-addons.js:1
     33  100.0%          LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
     33  100.0%            LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
     17    4.9%      LazyCompile: *wrapUserProvidedKey /Volumes/Projects/react-perf/react/react-with-addons.js:1
     17  100.0%        LazyCompile: getComponentKey /Volumes/Projects/react-perf/react/react-with-addons.js:1
     17  100.0%          LazyCompile: *traverseAllChildrenImpl /Volumes/Projects/react-perf/react/react-with-addons.js:1
     17  100.0%            LazyCompile: *traverseAllChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1

    306    2.2%  LazyCompile: instantiateChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
    306  100.0%    LazyCompile: mountChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
    306  100.0%      LazyCompile: _createContentMarkup /Volumes/Projects/react-perf/react/react-with-addons.js:1
    306  100.0%        LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
    306  100.0%          LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
    306  100.0%            LazyCompile: mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1

    299    2.1%  LazyCompile: *<anonymous> /Volumes/Projects/react-perf/react/react-with-addons.js:1
    298   99.7%    LazyCompile: *Constructor /Volumes/Projects/react-perf/react/react-with-addons.js:1
    298  100.0%      LazyCompile: mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
    298  100.0%        LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
    209   70.1%          LazyCompile: mountChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
    209  100.0%            LazyCompile: _createContentMarkup /Volumes/Projects/react-perf/react/react-with-addons.js:1
     88   29.5%          LazyCompile: mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
     76   86.4%            LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
     12   13.6%            LazyCompile: ~<anonymous> /Volumes/Projects/react-perf/react/react-with-addons.js:1

    293    2.1%  LazyCompile: ~flattenSingleChildIntoContext /Volumes/Projects/react-perf/react/react-with-addons.js:1
    222   75.8%    LazyCompile: *traverseAllChildrenImpl /Volumes/Projects/react-perf/react/react-with-addons.js:1
    171   77.0%      LazyCompile: *traverseAllChildrenImpl /Volumes/Projects/react-perf/react/react-with-addons.js:1
    171  100.0%        LazyCompile: *traverseAllChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
    171  100.0%          LazyCompile: *flattenChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
    167   97.7%            LazyCompile: instantiateChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
      4    2.3%            LazyCompile: ~instantiateChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
     51   23.0%      LazyCompile: *traverseAllChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
     51  100.0%        LazyCompile: *flattenChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
     51  100.0%          LazyCompile: instantiateChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
     51  100.0%            LazyCompile: mountChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
     71   24.2%    LazyCompile: ~traverseAllChildrenImpl /Volumes/Projects/react-perf/react/react-with-addons.js:1
     57   80.3%      LazyCompile: ~traverseAllChildrenImpl /Volumes/Projects/react-perf/react/react-with-addons.js:1
     49   86.0%        LazyCompile: *traverseAllChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
     49  100.0%          LazyCompile: *flattenChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
     49  100.0%            LazyCompile: ~instantiateChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
      8   14.0%        LazyCompile: ~traverseAllChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
      6   75.0%          LazyCompile: *flattenChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
      6  100.0%            LazyCompile: ~instantiateChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
      2   25.0%          LazyCompile: ~flattenChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
      2  100.0%            LazyCompile: ~instantiateChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
      9   12.7%      LazyCompile: *traverseAllChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
      9  100.0%        LazyCompile: *flattenChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
      9  100.0%          LazyCompile: ~instantiateChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
      5   55.6%            LazyCompile: mountChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
      4   44.4%            LazyCompile: ~mountChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
      5    7.0%      LazyCompile: ~traverseAllChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
      5  100.0%        LazyCompile: *flattenChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
      5  100.0%          LazyCompile: ~instantiateChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
      5  100.0%            LazyCompile: ~mountChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1


 [Top down (heavy) profile]:
  Note: callees occupying less than 0.1% are not shown.

  inclusive      self           name
  ticks   total  ticks   total
  13691   96.8%      0    0.0%  LazyCompile: ~<anonymous> node.js:27
  13691   96.8%      0    0.0%    LazyCompile: ~startup node.js:30
  13691   96.8%      0    0.0%      LazyCompile: ~Module.runMain module.js:495
  13691   96.8%      0    0.0%        LazyCompile: _tickCallback node.js:428
  13691   96.8%      0    0.0%          LazyCompile: ~$$asap$$flush /Volumes/Projects/react-perf/node_modules/es6-promise/dist/es6-promise.js:106
  13691   96.8%      0    0.0%            LazyCompile: ~<anonymous> /Volumes/Projects/react-perf/node_modules/es6-promise/dist/es6-promise.js:873
  13691   96.8%      0    0.0%              LazyCompile: ~$$$internal$$invokeCallback /Volumes/Projects/react-perf/node_modules/es6-promise/dist/es6-promise.js:311
  13691   96.8%      0    0.0%                LazyCompile: $$$internal$$tryCatch /Volumes/Projects/react-perf/node_modules/es6-promise/dist/es6-promise.js:302
  13691   96.8%      4    0.0%                  LazyCompile: ~<anonymous> /Volumes/Projects/react-perf/profile.js:13
  13607   96.2%     14    0.1%                    LazyCompile: renderToString /Volumes/Projects/react-perf/react/react-with-addons.js:1
  13512   95.5%      5    0.0%                      LazyCompile: perform /Volumes/Projects/react-perf/react/react-with-addons.js:1
  13482   95.3%      7    0.0%                        LazyCompile: ~<anonymous> /Volumes/Projects/react-perf/react/react-with-addons.js:1
  13160   93.0%     26    0.2%                          LazyCompile: mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
  12830   90.7%      1    0.0%                            LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
  12829   90.7%     22    0.2%                              LazyCompile: mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
  12196   86.2%      1    0.0%                                LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
  12192   86.2%      9    0.1%                                  LazyCompile: mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
  12100   85.5%      1    0.0%                                    LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
  12095   85.5%      3    0.0%                                      LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
  11759   83.1%     45    0.3%                                        LazyCompile: _createContentMarkup /Volumes/Projects/react-perf/react/react-with-addons.js:1
  11712   82.8%     17    0.1%                                          LazyCompile: mountChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
  11617   82.1%      7    0.0%                                            LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
  11598   82.0%     59    0.4%                                              LazyCompile: mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
   9974   70.5%      2    0.0%                                                LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
   9968   70.5%     31    0.2%                                                  LazyCompile: mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
   9759   69.0%      0    0.0%                                                    LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
   9753   68.9%      6    0.0%                                                      LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
   9647   68.2%     87    0.6%                                                        LazyCompile: _createContentMarkup /Volumes/Projects/react-perf/react/react-with-addons.js:1
   9560   67.6%     56    0.4%                                                          LazyCompile: mountChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
   9305   65.8%      2    0.0%                                                            LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
   9282   65.6%     78    0.6%                                                              LazyCompile: mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
   8242   58.3%      5    0.0%                                                                LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
   7804   55.2%      7    0.0%                                                                  LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
   7627   53.9%     90    0.6%                                                                    LazyCompile: _createContentMarkup /Volumes/Projects/react-perf/react/react-with-addons.js:1
   7534   53.3%     67    0.5%                                                                      LazyCompile: mountChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
   7165   50.7%      3    0.0%                                                                        LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
   7136   50.4%    107    0.8%                                                                          LazyCompile: mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
   5647   39.9%      7    0.0%                                                                            LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
   5406   38.2%     61    0.4%                                                                              LazyCompile: mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
   4999   35.3%      7    0.0%                                                                                LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
   4972   35.1%     12    0.1%                                                                                  LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
   4632   32.7%    124    0.9%                                                                                    LazyCompile: _createContentMarkup /Volumes/Projects/react-perf/react/react-with-addons.js:1
   4501   31.8%    103    0.7%                                                                                      LazyCompile: mountChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
   4025   28.5%      6    0.0%                                                                                        LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
   3991   28.2%    106    0.7%                                                                                          LazyCompile: mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
   2646   18.7%      8    0.1%                                                                                            LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
   2265   16.0%     36    0.3%                                                                                              LazyCompile: mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
   1998   14.1%      0    0.0%                                                                                                LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
   1984   14.0%      4    0.0%                                                                                                  LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
   1829   12.9%    103    0.7%                                                                                                    LazyCompile: _createContentMarkup /Volumes/Projects/react-perf/react/react-with-addons.js:1
   1718   12.1%     81    0.6%                                                                                                      LazyCompile: mountChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
   1377    9.7%      6    0.0%                                                                                                        LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
   1340    9.5%    120    0.8%                                                                                                          LazyCompile: mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
    567    4.0%      6    0.0%                                                                                                            LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
    490    3.5%     20    0.1%                                                                                                              LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
    351    2.5%     55    0.4%                                                                                                                LazyCompile: _createOpenTagMarkupAndPutListeners /Volumes/Projects/react-perf/react/react-with-addons.js:1
    217    1.5%     32    0.2%                                                                                                                  LazyCompile: createMarkupForProperty /Volumes/Projects/react-perf/react/react-with-addons.js:1
     89    0.6%      7    0.0%                                                                                                                    LazyCompile: *isCustomAttribute /Volumes/Projects/react-perf/react/react-with-addons.js:1
     82    0.6%     61    0.4%                                                                                                                      LazyCompile: b native v8natives.js:1582
     21    0.1%     18    0.1%                                                                                                                        LazyCompile: *test native regexp.js:217
     79    0.6%      8    0.1%                                                                                                                    LazyCompile: *quoteAttributeValueForBrowser /Volumes/Projects/react-perf/react/react-with-addons.js:1
     70    0.5%     13    0.1%                                                                                                                      LazyCompile: *escapeTextContentForBrowser /Volumes/Projects/react-perf/react/react-with-addons.js:1
     57    0.4%      6    0.0%                                                                                                                        LazyCompile: *replace native string.js:221
     51    0.4%     47    0.3%                                                                                                                          LazyCompile: *StringReplaceGlobalRegExpWithFunction native string.js:374
     48    0.3%      2    0.0%                                                                                                                  LazyCompile: *createMarkupForID /Volumes/Projects/react-perf/react/react-with-addons.js:1
     46    0.3%      5    0.0%                                                                                                                    LazyCompile: *quoteAttributeValueForBrowser /Volumes/Projects/react-perf/react/react-with-addons.js:1
     41    0.3%      2    0.0%                                                                                                                      LazyCompile: *escapeTextContentForBrowser /Volumes/Projects/react-perf/react/react-with-addons.js:1
     39    0.3%      2    0.0%                                                                                                                        LazyCompile: *replace native string.js:221
     37    0.3%     35    0.2%                                                                                                                          LazyCompile: *StringReplaceGlobalRegExpWithFunction native string.js:374
     29    0.2%     29    0.2%                                                                                                                  LazyCompile: *hasOwnProperty native v8natives.js:249
     93    0.7%     62    0.4%                                                                                                                LazyCompile: _createContentMarkup /Volumes/Projects/react-perf/react/react-with-addons.js:1
     25    0.2%      2    0.0%                                                                                                                  LazyCompile: *escapeTextContentForBrowser /Volumes/Projects/react-perf/react/react-with-addons.js:1
     23    0.2%      0    0.0%                                                                                                                    LazyCompile: *replace native string.js:221
     23    0.2%     19    0.1%                                                                                                                      LazyCompile: *StringReplaceGlobalRegExpWithFunction native string.js:374
     15    0.1%      3    0.0%                                                                                                                LazyCompile: ~_createOpenTagMarkupAndPutListeners /Volumes/Projects/react-perf/react/react-with-addons.js:1
     69    0.5%     68    0.5%                                                                                                              LazyCompile: *enqueue /Volumes/Projects/react-perf/react/react-with-addons.js:1
    435    3.1%      9    0.1%                                                                                                            LazyCompile: *Constructor /Volumes/Projects/react-perf/react/react-with-addons.js:1
    426    3.0%     48    0.3%                                                                                                              LazyCompile: *<anonymous> /Volumes/Projects/react-perf/react/react-with-addons.js:1
    356    2.5%     85    0.6%                                                                                                                LazyCompile: bindAutoBindMethods /Volumes/Projects/react-perf/react/react-with-addons.js:1
    259    1.8%      9    0.1%                                                                                                                  LazyCompile: *bindAutoBindMethod /Volumes/Projects/react-perf/react/react-with-addons.js:1
    250    1.8%    250    1.8%                                                                                                                    LazyCompile: bind native v8natives.js:1578
     87    0.6%     22    0.2%                                                                                                            LazyCompile: _renderValidatedComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
     51    0.4%     12    0.1%                                                                                                              LazyCompile: *_renderValidatedComponentWithoutOwnerOrContext /Volumes/Projects/react-perf/react/react-with-addons.js:1
     39    0.3%     14    0.1%                                                                                                                LazyCompile: *render /Volumes/Projects/react-perf/react/react-with-addons.js:1
     18    0.1%     18    0.1%                                                                                                                  Script: /Volumes/Projects/react-perf/react/react-with-addons.js
     70    0.5%     30    0.2%                                                                                                            LazyCompile: instantiateReactComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
     40    0.3%     10    0.1%                                                                                                              LazyCompile: *createInternalComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
     30    0.2%     13    0.1%                                                                                                                LazyCompile: *ReactDOMComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
     17    0.1%     17    0.1%                                                                                                                  LazyCompile: *hasOwnProperty native v8natives.js:249
     29    0.2%     29    0.2%                                                                                                            LazyCompile: *getComponentClassForElement /Volumes/Projects/react-perf/react/react-with-addons.js:1
     18    0.1%      7    0.0%                                                                                                            LazyCompile: _processContext /Volumes/Projects/react-perf/react/react-with-addons.js:1
     29    0.2%     27    0.2%                                                                                                          LazyCompile: *enqueue /Volumes/Projects/react-perf/react/react-with-addons.js:1
    247    1.7%     56    0.4%                                                                                                        LazyCompile: instantiateChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
    143    1.0%      1    0.0%                                                                                                          LazyCompile: *flattenChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
    142    1.0%      2    0.0%                                                                                                            LazyCompile: *traverseAllChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
    140    1.0%     17    0.1%                                                                                                              LazyCompile: *traverseAllChildrenImpl /Volumes/Projects/react-perf/react/react-with-addons.js:1
    104    0.7%      5    0.0%                                                                                                                LazyCompile: *traverseAllChildrenImpl /Volumes/Projects/react-perf/react/react-with-addons.js:1
     61    0.4%     52    0.4%                                                                                                                  LazyCompile: *flattenSingleChildIntoContext /Volumes/Projects/react-perf/react/react-with-addons.js:1
     34    0.2%     33    0.2%                                                                                                                  LazyCompile: ~flattenSingleChildIntoContext /Volumes/Projects/react-perf/react/react-with-addons.js:1
     43    0.3%     30    0.2%                                                                                                          LazyCompile: instantiateReactComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
    140    1.0%     19    0.1%                                                                                                    LazyCompile: _createOpenTagMarkupAndPutListeners /Volumes/Projects/react-perf/react/react-with-addons.js:1
     96    0.7%     14    0.1%                                                                                                      LazyCompile: createMarkupForProperty /Volumes/Projects/react-perf/react/react-with-addons.js:1
     43    0.3%      1    0.0%                                                                                                        LazyCompile: *isCustomAttribute /Volumes/Projects/react-perf/react/react-with-addons.js:1
     42    0.3%     36    0.3%                                                                                                          LazyCompile: b native v8natives.js:1582
     32    0.2%      3    0.0%                                                                                                        LazyCompile: *quoteAttributeValueForBrowser /Volumes/Projects/react-perf/react/react-with-addons.js:1
     29    0.2%      6    0.0%                                                                                                          LazyCompile: *escapeTextContentForBrowser /Volumes/Projects/react-perf/react/react-with-addons.js:1
     23    0.2%      5    0.0%                                                                                                            LazyCompile: *replace native string.js:221
     18    0.1%     15    0.1%                                                                                                              LazyCompile: *StringReplaceGlobalRegExpWithFunction native string.js:374
     15    0.1%      0    0.0%                                                                                                      LazyCompile: *createMarkupForID /Volumes/Projects/react-perf/react/react-with-addons.js:1
     15    0.1%      1    0.0%                                                                                                        LazyCompile: *quoteAttributeValueForBrowser /Volumes/Projects/react-perf/react/react-with-addons.js:1
    144    1.0%      0    0.0%                                                                                                LazyCompile: *Constructor /Volumes/Projects/react-perf/react/react-with-addons.js:1
    144    1.0%     11    0.1%                                                                                                  LazyCompile: *<anonymous> /Volumes/Projects/react-perf/react/react-with-addons.js:1
    121    0.9%     28    0.2%                                                                                                    LazyCompile: bindAutoBindMethods /Volumes/Projects/react-perf/react/react-with-addons.js:1
     86    0.6%      4    0.0%                                                                                                      LazyCompile: *bindAutoBindMethod /Volumes/Projects/react-perf/react/react-with-addons.js:1
     82    0.6%     82    0.6%                                                                                                        LazyCompile: bind native v8natives.js:1578
     30    0.2%      3    0.0%                                                                                                LazyCompile: _renderValidatedComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
     22    0.2%      6    0.0%                                                                                                  LazyCompile: *_renderValidatedComponentWithoutOwnerOrContext /Volumes/Projects/react-perf/react/react-with-addons.js:1
     16    0.1%      9    0.1%                                                                                                    LazyCompile: *render /Volumes/Projects/react-perf/react/react-with-addons.js:1
     26    0.2%     12    0.1%                                                                                                LazyCompile: instantiateReactComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
     17    0.1%     17    0.1%                                                                                                LazyCompile: *getComponentClassForElement /Volumes/Projects/react-perf/react/react-with-addons.js:1
    318    2.2%     10    0.1%                                                                                              LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
    236    1.7%     35    0.2%                                                                                                LazyCompile: _createOpenTagMarkupAndPutListeners /Volumes/Projects/react-perf/react/react-with-addons.js:1
    140    1.0%     20    0.1%                                                                                                  LazyCompile: createMarkupForProperty /Volumes/Projects/react-perf/react/react-with-addons.js:1
     62    0.4%      6    0.0%                                                                                                    LazyCompile: *isCustomAttribute /Volumes/Projects/react-perf/react/react-with-addons.js:1
     56    0.4%     44    0.3%                                                                                                      LazyCompile: b native v8natives.js:1582
     44    0.3%      1    0.0%                                                                                                    LazyCompile: *quoteAttributeValueForBrowser /Volumes/Projects/react-perf/react/react-with-addons.js:1
     42    0.3%      5    0.0%                                                                                                      LazyCompile: *escapeTextContentForBrowser /Volumes/Projects/react-perf/react/react-with-addons.js:1
     37    0.3%      8    0.1%                                                                                                        LazyCompile: *replace native string.js:221
     29    0.2%     25    0.2%                                                                                                          LazyCompile: *StringReplaceGlobalRegExpWithFunction native string.js:374
     38    0.3%      2    0.0%                                                                                                  LazyCompile: *createMarkupForID /Volumes/Projects/react-perf/react/react-with-addons.js:1
